"town","year","call_reason","actionname","actioncount"
"Wendell",2021-01-01,"ROLLING 9","Investigated",2
"Wendell",2021-01-01,"SAFETY HAZARD","Investigated",2
"Wendell",2021-01-01,"SAFETY HAZARD","Taken/Referred to Other Agency ",2
"Wendell",2021-01-01,"SAFETY HAZARD","Transferred/Ref to Highway",2
"Wendell",2021-01-01,"SHOTS FIRED","Unfounded",1
"Wendell",2021-01-01,"SMOKE INVESTIGATION","Report Taken",1
"Wendell",2021-01-01,"SOLICITING","Call Given to an Officer",1
"Wendell",2021-01-01,"SUSPICIOUS PERSON","Investigated",2
"Wendell",2021-01-01,"SUSPICIOUS ACTIVITY","Investigated",1
"Wendell",2021-01-01,"SUSPICIOUS ACTIVITY","TRANSFERRED TO STATE POLICE",2
"Wendell",2021-01-01,"SUSPICIOUS ACTIVITY","Unfounded",1
"Wendell",2021-01-01,"SUICIDE THREAT","ATHOL MEMORIAL HOSPITAL",1
"Wendell",2021-01-01,"SUSPICIOUS VEHICLE","Could Not Locate",1
"Wendell",2021-01-01,"SUSPICIOUS VEHICLE","Investigated",2
"Wendell",2021-01-01,"SUSPICIOUS VEHICLE","Negative Contact",1
"Wendell",2021-01-01,"THREAT","Call Given to an Officer",1
"Wendell",2021-01-01,"TRAFFIC HAZARD","Gone On Arrival",1
"Wendell",2021-01-01,"TRAFFIC HAZARD","Investigated",1
"Wendell",2021-01-01,"TRAFFIC HAZARD","No Action Required",1
"Wendell",2021-01-01,"TRAFFIC HAZARD","Removed Hazard",3
"Wendell",2021-01-01,"TRAFFIC HAZARD","Taken/Referred to Other Agency ",2
"Wendell",2021-01-01,"TRAFFIC HAZARD","Services Rendered",3
"Wendell",2021-01-01,"TRAFFIC HAZARD","Transferred/Ref to Highway",1
"Wendell",2021-01-01,"TRAFFIC HAZARD","Transferred/Ref to Utility",1
"Wendell",2021-01-01,"TRAFFIC CONTROL","No Action Required",1
"Wendell",2021-01-01,"TRAFFIC CONTROL","Services Rendered",4
"Wendell",2021-01-01,"TRESPASS","Investigated",1
"Wendell",2021-01-01,"TRESPASS","Notification",1
"Wendell",2021-01-01,"TRESPASS","Removed Hazard",1
"Wendell",2021-01-01,"TRESPASS","Services Rendered",1
"Wendell",2021-01-01,"TRUANT","Services Rendered",1
"Wendell",2021-01-01,"VANDALISM","Investigated",1
"Wendell",2021-01-01,"VANDALISM","Report Taken",2
"Wendell",2021-01-01,"VANDALISM","Services Rendered",1
"Wendell",2021-01-01,"SERVE WARRANT","Arrest(s) Made",1
"Wendell",2021-01-01,"SERVE WARRANT","Negative Contact",3
"Wendell",2022-01-01,"209A SERVICE","SERVED IN HAND",3
"Wendell",2022-01-01,"209A VIOLATION","Report Taken",1
"Wendell",2022-01-01,"ABANDONED 911 CALL","ACCIDENTAL",1
"Wendell",2022-01-01,"ABANDONED 911 CALL","Call Given to an Officer",1
"Wendell",2022-01-01,"ABANDONED 911 CALL","TRANSFERRED TO STATE POLICE",1
"Wendell",2022-01-01,"911 CALL","Checks Okay",2
"Wendell",2022-01-01,"911 CALL","CONFIRMED MIS-DIAL",1
"Wendell",2022-01-01,"911 CALL","Dispatch Handled",3
"Wendell",2022-01-01,"911 CALL","Investigated",1
"Wendell",2022-01-01,"911 CALL","NOBODY HOME",1
"Wendell",2022-01-01,"911 CALL","Services Rendered",1
"Wendell",2022-01-01,"911 CALL","TRANSFERRED TO STATE POLICE",1
"Wendell",2022-01-01,"911 HANG UP","TRANSFERRED TO STATE POLICE",2
"Wendell",2022-01-01,"911 MIS DIAL","CONFIRMED MIS-DIAL",2
"Wendell",2022-01-01,"911 MIS DIAL","Call Given to an Officer",2
"Wendell",2022-01-01,"911 MIS DIAL","Services Rendered",1
"Wendell",2022-01-01,"ABANDONED MV","No Action Required",1
"Wendell",2022-01-01,"ABANDONED MV","Report Taken",1
"Wendell",2022-01-01,"ABANDONED MV","Services Rendered",1
"Wendell",2022-01-01,"ABANDONED MV","Vehicle Towed",1
"Wendell",2022-01-01,"ADMINISTRATIVE","Services Rendered",3
"Wendell",2022-01-01,"ALARM BURGLAR OR HOLDUP","Building Checked/Secured",1
"Wendell",2022-01-01,"ALARM BURGLAR OR HOLDUP","Checks Okay",3
"Wendell",2022-01-01,"ALARM BURGLAR OR HOLDUP","Investigated",2
"Wendell",2022-01-01,"ALARM BURGLAR OR HOLDUP","TRANSFERRED TO STATE POLICE",3
"Wendell",2022-01-01,"EMS ALARM - LIFELINE ACTIVATED","ACCIDENTAL",1
"Wendell",2022-01-01,"EMS ALARM - LIFELINE ACTIVATED","ATHOL MEMORIAL HOSPITAL",2
"Wendell",2022-01-01,"EMS ALARM - LIFELINE ACTIVATED","FRANKLIN MEDICAL CENTER",2
"Wendell",2022-01-01,"EMS ALARM - LIFELINE ACTIVATED","Services Rendered",1
"Wendell",2022-01-01,"FIRE ALARM","False Alarm",2
"Wendell",2022-01-01,"FIRE ALARM","Investigated",5
"Wendell",2022-01-01,"FIRE ALARM","Services Rendered",1
"Wendell",2022-01-01,"ANIMAL COMPLAINT","Could Not Locate",1
"Wendell",2022-01-01,"ANIMAL COMPLAINT","Referred to Animal Control",12
"Wendell",2022-01-01,"ANIMAL COMPLAINT","Gone On Arrival",1
"Wendell",2022-01-01,"ANIMAL COMPLAINT","Investigated",3
"Wendell",2022-01-01,"ANIMAL COMPLAINT","Negative Contact",1
"Wendell",2022-01-01,"ANIMAL COMPLAINT","Taken/Referred to Other Agency ",3
"Wendell",2022-01-01,"ANIMAL COMPLAINT","Report Taken",4
"Wendell",2022-01-01,"ANIMAL COMPLAINT","Services Rendered",7
"Wendell",2022-01-01,"ANIMAL COMPLAINT","Taken to Family/Guardian/Other ",1
"Wendell",2022-01-01,"ASSIST CITIZEN","Call Given to an Officer",1
"Wendell",2022-01-01,"ASSIST CITIZEN","Good Intent",3
"Wendell",2022-01-01,"ASSIST CITIZEN","Notification",1
"Wendell",2022-01-01,"ASSIST CITIZEN","Report Taken",4
"Wendell",2022-01-01,"ASSIST CITIZEN","Services Rendered",8
"Wendell",2022-01-01,"ASSIST OTHER AGENCY","Call Given to an Officer",1
"Wendell",2022-01-01,"ASSIST OTHER AGENCY","Investigated",1
"Wendell",2022-01-01,"ASSIST OTHER AGENCY","Notification",1
"Wendell",2022-01-01,"ASSIST OTHER AGENCY","Services Rendered",9
"Wendell",2022-01-01,"ASSAULT","Report Taken",2
"Wendell",2022-01-01,"ARTICLES LOST","Services Rendered",1
"Wendell",2022-01-01,"ARTICLES RECOVERED","Faxed To Station",1
"Wendell",2022-01-01,"ARTICLES RECOVERED","Services Rendered",1
"Wendell",2022-01-01,"BREAKING AND ENTERING","Report Taken",1
"Wendell",2022-01-01,"BURN/AGRI PERMIT","Dispatch Handled",1
"Wendell",2022-01-01,"BUILDING/LOCATION CHECK","Building Checked/Secured",13
"Wendell",2022-01-01,"BUILDING/LOCATION CHECK","CHESHIRE MEDICAL CENTER",1
"Wendell",2022-01-01,"BUILDING/LOCATION CHECK","Checks Okay",304
"Wendell",2022-01-01,"BUILDING/LOCATION CHECK","Good Intent",1
"Wendell",2022-01-01,"BUILDING/LOCATION CHECK","Investigated",2
"Wendell",2022-01-01,"BUILDING/LOCATION CHECK","Services Rendered",3
"Wendell",2022-01-01,"CHECK WELFARE","Arrest(s) Made",1
"Wendell",2022-01-01,"CHECK WELFARE","Checks Okay",1
"Wendell",2022-01-01,"CHECK WELFARE","Call Given to an Officer",1
"Wendell",2022-01-01,"CHECK WELFARE","Could Not Locate",1
"Wendell",2022-01-01,"CHECK WELFARE","FRANKLIN MEDICAL CENTER",2
"Wendell",2022-01-01,"CHECK WELFARE","Investigated",2
"Wendell",2022-01-01,"CHECK WELFARE","Negative Contact",2
"Wendell",2022-01-01,"CHECK WELFARE","NOBODY HOME",1
"Wendell",2022-01-01,"CHECK WELFARE","Patient Refusal",1
"Wendell",2022-01-01,"CHECK WELFARE","Report Taken",1
"Wendell",2022-01-01,"CHECK WELFARE","Services Rendered",7
"Wendell",2022-01-01,"CHECK WELFARE","Taken to Family/Guardian/Other ",1
"Wendell",2022-01-01,"CHECK WELFARE","TRANSFERRED TO STATE POLICE",4
"Wendell",2022-01-01,"Civil Issue","Dispatch Handled",1
"Wendell",2022-01-01,"CARBON MONOXIDE HAZARD","Services Rendered",1
"Wendell",2022-01-01,"COMMUNITY POLICING","Good Intent",19
"Wendell",2022-01-01,"COMMUNITY POLICING","Services Rendered",12
"Wendell",2022-01-01,"COMPLAINT","Services Rendered",1
"Wendell",2022-01-01,"CSO FOLLOW UP","Services Rendered",3
"Wendell",2022-01-01,"Car vs. Deer","Report Taken",1
"Wendell",2022-01-01,"Car vs. Deer","TRANSFERRED TO STATE POLICE",2
"Wendell",2022-01-01,"DISTURBANCE","Peace Restored",1
"Wendell",2022-01-01,"DISTURBANCE","TRANSFERRED TO STATE POLICE",1
"Wendell",2022-01-01,"DISABLED MV","Checks Okay",1
"Wendell",2022-01-01,"DISABLED MV","Could Not Locate",2
"Wendell",2022-01-01,"DISABLED MV","No Action Required",2
"Wendell",2022-01-01,"DISABLED MV","Services Rendered",5
"Wendell",2022-01-01,"DISABLED MV","Vehicle Towed",1
"Wendell",2022-01-01,"DOMESTIC","Arrest(s) Made",2
"Wendell",2022-01-01,"DRUG OFFENSE","Call Given to an Officer",1
"Wendell",2022-01-01,"DETAIL REQUEST","Call Given to an Officer",1
"Wendell",2022-01-01,"DETAIL REQUEST","Notification",1
"Wendell",2022-01-01,"FIREARMS LICENSING","Negative Contact",2
"Wendell",2022-01-01,"FIREARMS LICENSING","NOBODY HOME",1
"Wendell",2022-01-01,"FIREARMS LICENSING","Notification",1
"Wendell",2022-01-01,"FIREARMS LICENSING","SERVED IN HAND",3
"Wendell",2022-01-01,"FIREARMS LICENSING","Services Rendered",9
"Wendell",2022-01-01,"BRUSH FIRE","Extinguished",4
"Wendell",2022-01-01,"BRUSH FIRE","Investigated",1
"Wendell",2022-01-01,"FIRE, OTHER NON-SPECIFIC","Extinguished",2
"Wendell",2022-01-01,"VEHICLE FIRE","Extinguished",1
"Wendell",2022-01-01,"FOLLOW UP INVESTIGATION","Investigated",7
"Wendell",2022-01-01,"FOLLOW UP INVESTIGATION","No Action Required",1
"Wendell",2022-01-01,"FOLLOW UP INVESTIGATION","Negative Contact",2
"Wendell",2022-01-01,"FOLLOW UP INVESTIGATION","Notification",2
"Wendell",2022-01-01,"FOLLOW UP INVESTIGATION","Report Taken",7
"Wendell",2022-01-01,"FOLLOW UP INVESTIGATION","Services Rendered",6
"Wendell",2022-01-01,"FRAUD/SCAM","Report Taken",1
"Wendell",2022-01-01,"GENERAL INFO","Call Given to an Officer",12
"Wendell",2022-01-01,"GENERAL INFO","Notification",1
"Wendell",2022-01-01,"HARASSMENT","Report Taken",1
"Wendell",2022-01-01,"HARASSMENT","Services Rendered",1
"Wendell",2022-01-01,"HARASSMENT","TRANSFERRED TO STATE POLICE",1
"Wendell",2022-01-01,"ILLEGAL DUMPING","Report Taken",3
"Wendell",2022-01-01,"INVESTIGATION","Investigated",4
"Wendell",2022-01-01,"LARCENY","Report Taken",3
"Wendell",2022-01-01,"LINE DOWN, POWER,PHONE OR CABL","Removed Hazard",1
"Wendell",2022-01-01,"LINE DOWN, POWER,PHONE OR CABL","Services Rendered",4
"Wendell",2022-01-01,"LINE DOWN, POWER,PHONE OR CABL","Transferred/Ref to Utility",1
"Wendell",2022-01-01,"LOCKOUT","Call Cancelled",1
"Wendell",2022-01-01,"MEDICAL EMERGENCY","ATHOL MEMORIAL HOSPITAL",22
"Wendell",2022-01-01,"MEDICAL EMERGENCY","FRANKLIN MEDICAL CENTER",30
"Wendell",2022-01-01,"MEDICAL EMERGENCY","Investigated",1
"Wendell",2022-01-01,"MEDICAL EMERGENCY","No Transport/ Patient Refusal",2
"Wendell",2022-01-01,"MEDICAL EMERGENCY","Patient Refusal",3
"Wendell",2022-01-01,"MEDICAL EMERGENCY","Taken/Referred to Other Agency ",1
"Wendell",2022-01-01,"MEDICAL EMERGENCY","Services Rendered",2
"Wendell",2022-01-01,"MISSING PERSON","Investigated",1
"Wendell",2022-01-01,"MISSING PERSON","Patient Refusal",1
"Wendell",2022-01-01,"MISCELLANEOUS","Dispatch Handled",1
"Wendell",2022-01-01,"MISCELLANEOUS","No Action Required",1
"Wendell",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Arrest(s) Made",1
"Wendell",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Citation/Warning Issued",1
"Wendell",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","FRANKLIN MEDICAL CENTER",1
"Wendell",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Investigated",1
"Wendell",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Report Taken",1
"Wendell",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","UMASS MEDICAL CTR",1
"Wendell",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Unfounded",1
"Wendell",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Vehicle Towed",5
"Wendell",2022-01-01,"MOTOR VEHICLE COMPLAINT","Gone On Arrival",1
"Wendell",2022-01-01,"MOTOR VEHICLE COMPLAINT","Investigated",2
"Wendell",2022-01-01,"MOTOR VEHICLE COMPLAINT","Negative Contact",1
"Wendell",2022-01-01,"MOTOR VEHICLE COMPLAINT","Report Taken",6
"Wendell",2022-01-01,"MOTOR VEHICLE COMPLAINT","Services Rendered",1
"Wendell",2022-01-01,"MOTOR VEHICLE COMPLAINT","TRANSFERRED TO STATE POLICE",1
"Wendell",2022-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","Vehicle Towed",1
"Wendell",2022-01-01,"MOTOR VEHICLE VIOLATION","Citation/Warning Issued",4
"Wendell",2022-01-01,"MOTOR VEHICLE VIOLATION","Investigated",1
"Wendell",2022-01-01,"MOTOR VEHICLE VIOLATION","Verbal Warning",8
"Wendell",2022-01-01,"NOISE COMPLAINT","Faxed To Station",1
"Wendell",2022-01-01,"NOISE COMPLAINT","Services Rendered",1
"Wendell",2022-01-01,"NOISE COMPLAINT","TRANSFERRED TO STATE POLICE",1
"Wendell",2022-01-01,"NOTIFICATION","Call Cancelled",1
"Wendell",2022-01-01,"NOTIFICATION","Call Given to an Officer",4
"Wendell",2022-01-01,"NOTIFICATION","Investigated",1
"Wendell",2022-01-01,"NOTIFICATION","No Action Required",1
"Wendell",2022-01-01,"NOTIFICATION","Notification",1
"Wendell",2022-01-01,"NOTIFICATION","Report Taken",1
"Wendell",2022-01-01,"NOTIFICATION","Services Rendered",1
"Wendell",2022-01-01,"OFFICER WANTED","Investigated",1
"Wendell",2022-01-01,"OFFICER WANTED","Negative Contact",2
"Wendell",2022-01-01,"OFFICER WANTED","Report Taken",4
"Wendell",2022-01-01,"OFFICER WANTED","Services Rendered",5
"Wendell",2022-01-01,"OFFICER WANTED","Taken to Family/Guardian/Other ",1
"Wendell",2022-01-01,"OFFICER WANTED","TRANSFERRED TO STATE POLICE",3
"Wendell",2022-01-01,"PAPERWORK SERVICE","Good Intent",1
"Wendell",2022-01-01,"PAPERWORK SERVICE","Investigated",1
"Wendell",2022-01-01,"PAPERWORK SERVICE","Negative Contact",8
"Wendell",2022-01-01,"PAPERWORK SERVICE","SERVED IN HAND",8
"Wendell",2022-01-01,"PAPERWORK SERVICE","Services Rendered",3
"Wendell",2022-01-01,"PATROL AREA","Checks Okay",5
"Wendell",2022-01-01,"PATROL AREA","Investigated",1
"Wendell",2022-01-01,"PATROL AREA","No Action Required",7
"Wendell",2022-01-01,"PATROL AREA","Services Rendered",21
"Wendell",2022-01-01,"RADAR/TRAFFIC ENFORCEMENT","Citation/Warning Issued",1
"Wendell",2022-01-01,"RADAR/TRAFFIC ENFORCEMENT","No Action Required",27
"Wendell",2022-01-01,"RADAR/TRAFFIC ENFORCEMENT","Services Rendered",30
"Wendell",2022-01-01,"RADAR/TRAFFIC ENFORCEMENT","Verbal Warning",2
"Wendell",2022-01-01,"RESCUE CALL","No Transport/ Patient Refusal",1
"Wendell",2022-01-01,"SAFETY HAZARD","Investigated",1
"Wendell",2022-01-01,"SAFETY HAZARD","Services Rendered",1
"Wendell",2022-01-01,"SAFETY HAZARD","Transferred/Ref to Highway",1
"Wendell",2022-01-01,"SAFETY HAZARD","Transferred/Ref to Utility",2
"Wendell",2022-01-01,"SEARCH","Services Rendered",1
"Wendell",2022-01-01,"Section 12","FRANKLIN MEDICAL CENTER",1
"Wendell",2022-01-01,"SERVICE CALL","Services Rendered",2
"Wendell",2022-01-01,"SMOKE INVESTIGATION","Services Rendered",1
"Wendell",2022-01-01,"SOLICITING","Services Rendered",1
"Wendell",2022-01-01,"SUMMONS SERVICE","Negative Contact",1
"Wendell",2022-01-01,"SUSPICIOUS PERSON","Investigated",1
"Wendell",2022-01-01,"SUSPICIOUS PERSON","Services Rendered",1
"Wendell",2022-01-01,"SUSPICIOUS PACKAGE","Checks Okay",1
"Wendell",2022-01-01,"SUSPICIOUS ACTIVITY","Investigated",2
"Wendell",2022-01-01,"SUSPICIOUS ACTIVITY","Report Taken",3
"Wendell",2022-01-01,"SUSPICIOUS ACTIVITY","Services Rendered",1
"Wendell",2022-01-01,"SUICIDE THREAT","Could Not Locate",1
"Wendell",2022-01-01,"SUICIDE THREAT","Investigated",1
"Wendell",2022-01-01,"SUSPICIOUS VEHICLE","Checks Okay",1
"Wendell",2022-01-01,"SUSPICIOUS VEHICLE","Gone On Arrival",1
"Wendell",2022-01-01,"SUSPICIOUS VEHICLE","Investigated",4
"Wendell",2022-01-01,"SUSPICIOUS VEHICLE","No Action Required",1
"Wendell",2022-01-01,"SUSPICIOUS VEHICLE","TRANSFERRED TO STATE POLICE",1
"Wendell",2022-01-01,"TRAFFIC HAZARD","Investigated",1
"Wendell",2022-01-01,"TRAFFIC HAZARD","No Action Required",1
"Wendell",2022-01-01,"TRAFFIC HAZARD","Negative Contact",1
"Wendell",2022-01-01,"TRAFFIC HAZARD","Removed Hazard",5
"Wendell",2022-01-01,"TRAFFIC HAZARD","Services Rendered",4
"Wendell",2022-01-01,"TRAFFIC HAZARD","Transferred/Ref to Highway",1
"Wendell",2022-01-01,"TRAFFIC HAZARD","Transferred/Ref to Utility",1
"Wendell",2022-01-01,"TRAFFIC HAZARD","Unfounded",1
"Wendell",2022-01-01,"TRAFFIC CONTROL","Services Rendered",1
"Wendell",2022-01-01,"TRESPASS","Report Taken",2
"Wendell",2022-01-01,"UNWANTED PERSON","Services Rendered",1
"Wendell",2022-01-01,"SERVE WARRANT","Negative Contact",2
"Wendell",2022-01-01,"SERVE WARRANT","NOBODY HOME",1
