id,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,Q1_a,Q1_b,Q1_c,Q1_d,Q1_e,Q1_f,Q2,Q3,Q4,Q5,QPID,ABCAGE,Contact,weights_pid
7230337,English,qualified,38,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Somewhat concerned,Yes,Good,Optimistic,A Democrat,30-49,"Yes, I am willing to be interviewed",.5788
7230338,Spanish,qualified,53,No high school diploma or GED,Less than high school,Male,Hispanic,3,"$25,000 to $49,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Self-employed,Working part-time,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Very concerned,Yes,Good,Pessimistic,A Democrat,50-64,"No, I am not willing to be interviewed",1.2378
7230339,English,qualified,59,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,MidWest,Rented for cash,Ohio,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Not so good,Optimistic,A Republican,50-64,"Yes, I am willing to be interviewed",.6882
7230340,English,qualified,59,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Retired,Working part-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Excellent,Optimistic,A Democrat,50-64,"Yes, I am willing to be interviewed",.5083
7230341,English,qualified,55,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Non-metro area,South,Owned or being bought by you or someone in your household,North Carolina,Employed full-time (by someone else),Not working,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Very concerned,Yes,Good,Optimistic,An Independent,50-64,"Yes, I am willing to be interviewed",.759
7230342,English,qualified,71,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Divorced,Non-metro area,West,Owned or being bought by you or someone in your household,Montana,Retired,Not working,Approve,Disapprove,Disapprove,Approve,Disapprove,Approve,Somewhat concerned,Yes,Good,Optimistic,An Independent,65+,"Yes, I am willing to be interviewed",.7922
7230343,English,qualified,47,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,South,Rented for cash,Texas,Self-employed,Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Poor,Pessimistic,An Independent,30-49,"Yes, I am willing to be interviewed",.8866
7230344,English,qualified,49,High school graduate (high school diploma or the equivalent GED),High school,Male,"2+ Races, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Maine,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Very concerned,Yes,Good,Pessimistic,An Independent,30-49,"Yes, I am willing to be interviewed",1.1323
7230345,English,qualified,83,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Georgia,Retired,Not working,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Not so good,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.6826
7230346,English,qualified,29,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$100,000 to $149,999",Never married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Homemaker,Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Good,Optimistic,A Democrat,18-29,"No, I am not willing to be interviewed",.9639
7230347,English,qualified,27,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",3,"$50,000 to $74,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,No,Poor,Pessimistic,A Republican,18-29,"No, I am not willing to be interviewed",1.4648
7230348,English,qualified,47,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$10,000 to $24,999",Now Married,Non-metro area,MidWest,Rented for cash,Iowa,Employed part-time (by someone else),Working full-time,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Very concerned,No,Not so good,Pessimistic,An Independent,30-49,"Yes, I am willing to be interviewed",.8118
7230349,English,qualified,24,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$75,000 to $99,999",Never married,Metro area,South,Rented for cash,Florida,Self-employed,Working part-time,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Not so concerned,Yes,Good,Optimistic,A Republican,18-29,"No, I am not willing to be interviewed",1.3761
7230350,English,qualified,64,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",1,"$75,000 to $99,999",Now Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Michigan,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,An Independent,50-64,"Yes, I am willing to be interviewed",.7116
7230351,English,qualified,56,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",6 or more,"$100,000 to $149,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Maryland,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Not so good,Pessimistic,A Republican,50-64,"Yes, I am willing to be interviewed",.6582
7230352,English,qualified,74,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Self-employed,Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,Yes,Poor,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.5374
7230353,English,qualified,54,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",1,"$75,000 to $99,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Approve,Approve,Approve,Not so concerned,Yes,Not so good,Optimistic,A Republican,50-64,"Yes, I am willing to be interviewed",.6609
7230354,English,qualified,31,Bachelor’s degree,Bachelors degree or higher,Male,Hispanic,1,"$50,000 to $74,999",Never married,Metro area,South,Rented for cash,Texas,Currently laid off,Not working,Approve,Skipped,Approve,Approve,Skipped,Skipped,Not so concerned,Yes,Excellent,Optimistic,A Democrat,30-49,"Yes, I am willing to be interviewed",1.5339
7230355,Spanish,qualified,52,No high school diploma or GED,Less than high school,Female,Hispanic,2,"$25,000 to $49,999",Now Married,Metro area,West,Rented for cash,California,Homemaker,Not working,Approve,Approve,Approve,Skipped,Approve,Disapprove,Not so concerned,Yes,Good,Optimistic,A Republican,50-64,"Yes, I am willing to be interviewed",1.9662
7230356,English,qualified,81,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$50,000 to $74,999",Widowed,Non-metro area,NorthEast,Owned or being bought by you or someone in your household,Maine,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Skipped,Poor,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.6409
7230357,English,qualified,21,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$150,000 or more",Never married,Metro area,South,Rented for cash,Texas,Employed part-time (by someone else),Not working,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Not so good,Optimistic,A Democrat,18-29,"No, I am not willing to be interviewed",.9287
7230358,English,qualified,20,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$150,000 or more",Never married,Metro area,West,Rented for cash,California,Other,Not working,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Not so concerned,Yes,Good,Optimistic,A Democrat,18-29,"No, I am not willing to be interviewed",.9433
7230359,English,qualified,63,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro area,West,Rented for cash,California,Retired,Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.7183
7230360,English,qualified,33,Bachelor’s degree,Bachelors degree or higher,Female,"Other, Non-Hispanic",4,"$150,000 or more",Never married,Metro area,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,Approve,Skipped,Approve,Skipped,Skipped,Skipped,Somewhat concerned,Yes,Good,Optimistic,A Democrat,30-49,"No, I am not willing to be interviewed",.7573
7230361,English,qualified,28,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$50,000 to $74,999",Never married,Metro area,MidWest,Rented for cash,Kansas,Homemaker,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Very concerned,Yes,Not so good,Pessimistic,An Independent,18-29,"No, I am not willing to be interviewed",2.321
7230362,English,qualified,31,Bachelor’s degree,Bachelors degree or higher,Male,"Other, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Missouri,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Disapprove,Somewhat concerned,Yes,Good,Pessimistic,A Democrat,30-49,"No, I am not willing to be interviewed",.785
7230363,English,qualified,70,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",1,"$25,000 to $49,999",Widowed,Metro area,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,An Independent,65+,"No, I am not willing to be interviewed",.8484
7230364,English,qualified,53,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$75,000 to $99,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Poor,Pessimistic,Something else,50-64,"No, I am not willing to be interviewed",1.1026
7230365,English,qualified,69,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Arizona,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not concerned at all,Yes,Poor,Pessimistic,An Independent,65+,"No, I am not willing to be interviewed",.7172
7230366,English,qualified,30,Bachelor’s degree,Bachelors degree or higher,Male,"Other, Non-Hispanic",5,"$100,000 to $149,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Good,Pessimistic,A Democrat,30-49,"Yes, I am willing to be interviewed",.8383
7230367,English,qualified,43,Some college or Associate degree,Some college,Male,Hispanic,3,"$150,000 or more",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Self-employed,Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Good,Optimistic,An Independent,30-49,"No, I am not willing to be interviewed",2.1023
7230368,English,qualified,55,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Michigan,Employed part-time (by someone else),Working part-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Not so good,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.6315
7230369,English,qualified,36,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Utah,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Poor,Pessimistic,An Independent,30-49,"Yes, I am willing to be interviewed",.9512
