index,Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
3150,Olympic Games Rio 2016,02:07.93,08-09-16,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,02-22-97,126,Rio de Janeiro,BRA,0:02:07:93
3151,European Championships 2021,02:07.94,05-19-21,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,02-22-97,127,Budapest,HUN,0:02:07:94
3152,18th FINA World Championships 2019,02:07.95,07-25-19,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,01-04-99,128,Gwangju,KOR,0:02:07:95
3153,European Championships 2018,02:07.95,08-05-18,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,02-22-97,129,Glasgow,GBR,0:02:07:95
3154,McDonald’s Queensland Championships 2020,02:07.96,12-13-20,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,01-04-99,130,Brisbane,AUS,0:02:07:96
3155,FINA Swimming World Cup 2019,02:07.96,10-06-19,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10-22-95,131,Budapest,HUN,0:02:07:96
3156,56th International Trophy “Settecolli”,02:07.96,06-23-19,Men 200 Breaststroke LCM Male,GER,Germany,"KOCH, Marco",M,01-25-90,132,Rome,ITA,0:02:07:96
3157,British Swimming Championships (50m),02:07.96,04-19-19,Men 200 Breaststroke LCM Male,GBR,Great Britain,"MURDOCH, Ross",M,01-14-94,133,Glasgow,GBR,0:02:07:96
3158,Japan Selection Trial for 19th FINA World Championships 2022,02:07.99,03-05-22,Men 200 Breaststroke LCM Male,JPN,Japan,"HANAGURUMA, Yu",M,01-28-00,134,Tokyo,JPN,0:02:07:99
3159,Olympic Games Tokyo 2020,02:07.99,07-28-21,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10-22-95,135,Tokyo,JPN,0:02:07:99
3160,Olympic Games Rio 2016,02:07.99,08-09-16,Men 200 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,08-13-93,136,Rio de Janeiro,BRA,0:02:07:99
3161,Olympic Games Tokyo 2020,02:08.00,07-28-21,Men 200 Breaststroke LCM Male,USA,United States of America,"FINK, Nic",M,07-03-93,137,Tokyo,JPN,0:02:08:00
3162,18th FINA World Championships 2019,02:08.00,07-25-19,Men 200 Breaststroke LCM Male,SWE,Sweden,"PERSSON, Erik",M,01-12-94,138,Gwangju,KOR,0:02:08:00
3163,Olympic Games Rio 2016,02:08.00,08-10-16,Men 200 Breaststroke LCM Male,GER,Germany,"KOCH, Marco",M,01-25-90,139,Rio de Janeiro,BRA,0:02:08:00
3164,US Olympic Team Trials - Swimming,02:08.00,06-30-16,Men 200 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,08-13-93,140,Omaha,USA,0:02:08:00
3165,Japan National Championships (50m),02:08.00,04-02-12,Men 200 Breaststroke LCM Male,JPN,Japan,"KITAJIMA, Kosuke",M,09-22-82,141,Tokyo,JPN,0:02:08:00
3166,Scottish Gas National Championships (50m),02:08.01,04-03-14,Men 200 Breaststroke LCM Male,GBR,Great Britain,"JAMIESON, Michael",M,08-05-88,142,Glasgow,GBR,0:02:08:01
3167,Swimcup Amsterdam,02:08.02,12-13-19,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10-22-95,143,Amsterdam,NED,0:02:08:02
3168,13th Pan Pacific Championships 2018,02:08.02,08-12-18,Men 200 Breaststroke LCM Male,USA,United States of America,"PRENOT, Josh",M,07-28-93,144,Tokyo,JPN,0:02:08:02
3169,Russian National Championships (50m),02:08.03,04-11-17,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,02-22-97,145,Moscow,RUS,0:02:08:03
3170,Russian National Championships (50m),02:08.03,04-08-17,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,02-22-97,146,Moscow,RUS,0:02:08:03
3171,16th FINA World Championships 2015,02:08.03,08-06-15,Men 200 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,03-14-92,147,Kazan,RUS,0:02:08:03
3172,Junior Pan Pacific Swimming Championships 2012,02:08.03,08-23-12,Men 200 Breaststroke LCM Male,JPN,Japan,"YAMAGUCHI, Akihiro",M,09-11-94,148,Honolulu,USA,0:02:08:03
3173,18th FINA World Championships 2019,02:08.04,07-25-19,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,03-18-97,149,Gwangju,KOR,0:02:08:04
3174,Kirara Cup 2019,02:08.05,02-09-19,Men 200 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,03-14-92,150,Yamaguchi,JPN,0:02:08:05
3175,21st Commonwealth Games 2018,02:08.05,04-05-18,Men 200 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11-12-93,151,Gold Coast,AUS,0:02:08:05
3176,16th FINA World Championships 2015,02:08.05,08-07-15,Men 200 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,08-13-93,152,Kazan,RUS,0:02:08:05
3177,British National Swimming Championships (50m),02:08.06,04-16-21,Men 200 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11-12-93,153,London,GBR,0:02:08:06
3178,22nd Commonwealth Games 2022,02:08.07,07-29-22,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,01-04-99,154,Birmingham,GBR,0:02:08:07
3179,18th Asian Games 2018,02:08.07,08-21-18,Men 200 Breaststroke LCM Male,CHN,People's Republic of China,"QIN, Haiyang",M,05-17-99,155,Jakarta,INA,0:02:08:07
3180,Malmsten Swim Open Stockholm 2018,02:08.07,04-05-18,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,02-22-97,156,Stockholm,SWE,0:02:08:07
3181,Japan National Championships (50m),02:08.08,04-06-21,Men 200 Breaststroke LCM Male,JPN,Japan,"MURA, Ryuya",M,07-03-96,157,Tokyo,JPN,0:02:08:08
3182,Meeting International FFN - Golden Tour 2,02:08.08,03-20-21,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10-22-95,158,Marseille,FRA,0:02:08:08
3183,Olympic Games Rio 2016,02:08.08,08-09-16,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,02-22-97,159,Rio de Janeiro,BRA,0:02:08:08
3184,British Championships 2016,02:08.08,04-15-16,Men 200 Breaststroke LCM Male,GBR,Great Britain,"WILLIS, Andrew",M,12-03-90,160,Glasgow,GBR,0:02:08:08
3185,13th FINA World Championships 2009,02:08.08,07-30-09,Men 200 Breaststroke LCM Male,HUN,Hungary,"GYURTA, Daniel",M,05-04-89,161,Rome,ITA,0:02:08:08
3186,Russian National Championships (50m),02:08.09,04-11-17,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"KHOMENKO, Ilya",M,10-14-95,162,Moscow,RUS,0:02:08:09
3187,Russian National Championships (50m),02:08.09,04-08-17,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"KHOMENKO, Ilya",M,10-14-95,163,Moscow,RUS,0:02:08:09
3188,18th FINA World Championships 2019,02:08.10,07-26-19,Men 200 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,09-16-93,164,Gwangju,KOR,0:02:08:10
3189,16th FINA World Championships 2015,02:08.10,08-07-15,Men 200 Breaststroke LCM Male,HUN,Hungary,"GYURTA, Daniel",M,05-04-89,165,Kazan,RUS,0:02:08:10
3190,Japan Selection Trial for 19th FINA World Championships 2022,02:08.11,03-05-22,Men 200 Breaststroke LCM Male,JPN,Japan,"MURA, Ryuya",M,07-03-96,166,Tokyo,JPN,0:02:08:11
3191,Russian National Championships (50m),02:08.11,04-10-17,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"PRIGODA, Kirill",M,12-29-95,167,Moscow,RUS,0:02:08:11
3192,Russian National Championships (50m),02:08.11,04-08-17,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"PRIGODA, Kirill",M,12-29-95,168,Moscow,RUS,0:02:08:11
3193,European Championships 2014,02:08.11,08-21-14,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,26,Berlin,GER,0:02:08:11
3194,17th FINA World Championships 2017,02:08.12,07-28-17,Men 200 Breaststroke LCM Male,GBR,Great Britain,"MURDOCH, Ross",M,01-14-94,169,Budapest,HUN,0:02:08:12
3195,Olympic Games Rio 2016,02:08.12,08-09-16,Men 200 Breaststroke LCM Male,GER,Germany,"KOCH, Marco",M,01-25-90,170,Rio de Janeiro,BRA,0:02:08:12
3196,Olympic Games Rio 2016,02:08.13,08-08-16,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,27,Rio de Janeiro,BRA,0:02:08:13
3197,Japan National Championships (50m),02:08.14,04-06-21,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,03-18-97,171,Tokyo,JPN,0:02:08:14
3198,Meeting International FFN - Golden Tour 2,02:08.14,03-20-21,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10-22-95,172,Marseille,FRA,0:02:08:14
3199,US Olympic Team Trials - Swimming,02:08.14,06-30-16,Men 200 Breaststroke LCM Male,USA,United States of America,"LICON, Will",M,08-25-94,173,Omaha,USA,0:02:08:14
3200,Japan Swim 2016,02:08.14,04-08-16,Men 200 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,03-14-92,174,Tokyo,JPN,0:02:08:14
3201,Japan National Championships (50m),02:08.15,12-06-20,Men 200 Breaststroke LCM Male,JPN,Japan,"MURA, Ryuya",M,07-03-96,175,Tokoy,JPN,0:02:08:15
3202,FINA Swimming World Cup 2019,02:08.15,08-17-19,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,28,Singapore,SGP,0:02:08:15
3203,Olympic Games London 2012,02:08.15,07-31-12,Women 200 Medley LCM Female,AUS,Australia,"COUTTS, Alicia",F,09-14-87,29,London,GBR,0:02:08:15
3204,18th Pan American Games 2019,02:08.16,08-08-19,Men 200 Breaststroke LCM Male,USA,United States of America,"FINK, Nic",M,07-03-93,176,Lima,PER,0:02:08:16
3205,Kirara Cup 2019,02:08.16,02-09-19,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,03-18-97,177,Yamaguchi,JPN,0:02:08:16
3206,13th Pan Pacific Championships 2018,02:08.16,08-11-18,Women 200 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,30,Tokyo,JPN,0:02:08:16
3207,Japan National Championships (50m),02:08.17,04-02-12,Men 200 Breaststroke LCM Male,JPN,Japan,"TATEISHI, Ryo",M,06-12-89,178,Tokyo,JPN,0:02:08:17
3208,Olympic Games Tokyo 2020,02:08.19,07-29-21,Men 200 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11-12-93,179,Tokyo,JPN,0:02:08:19
3209,18th FINA World Championships 2019,02:08.19,07-25-19,Men 200 Breaststroke LCM Male,KAZ,Kazakhstan,"BALANDIN, Dmitriy",M,04-04-95,180,Gwangju,KOR,0:02:08:19
3210,Asian Swimming Championships 2016,02:08.19,11-19-16,Men 200 Breaststroke LCM Male,JPN,Japan,"WATANABE, Ippei",M,03-18-97,181,Tokyo,JPN,0:02:08:19
3211,Hancock Prospecting Australian Swimming Trials 2021,02:08.19,06-14-21,Women 200 Medley LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,07-12-01,31,Adelaide,AUS,0:02:08:19
3212,Olympic Games Rio 2016,02:08.20,08-09-16,Men 200 Breaststroke LCM Male,KAZ,Kazakhstan,"BALANDIN, Dmitriy",M,04-04-95,182,Rio de Janeiro,BRA,0:02:08:20
3213,Olympic Games London 2012,02:08.20,07-31-12,Men 200 Breaststroke LCM Male,GBR,Great Britain,"JAMIESON, Michael",M,08-05-88,183,London,GBR,0:02:08:20
3214,Meeting International - FFN Golden Tour - Camille Muffat,02:08.20,01-23-16,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,32,Nice,FRA,0:02:08:20
3215,Russian National Championships (50m),02:08.21,04-08-19,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"PRIGODA, Kirill",M,12-29-95,184,Moscow,RUS,0:02:08:21
3216,20th Commonwealth Games 2014,02:08.21,07-27-14,Women 200 Medley LCM Female,GBR,Great Britain,"O'CONNOR, Siobhan",F,11-29-95,33,Glasgow,GBR,0:02:08:21
3217,Q-Cup Heidelberg,02:08.22,04-03-22,Men 200 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10-22-95,185,Heidelberg,GER,0:02:08:22
3218,Olympic Games Tokyo 2020,02:08.22,07-28-21,Men 200 Breaststroke LCM Male,FIN,Finland,"MATTSSON, Matti",M,10-05-93,186,Tokyo,JPN,0:02:08:22
3219,18th FINA World Championships 2019,02:08.22,07-25-19,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,02-22-97,187,Gwangju,KOR,0:02:08:22
3220,13th Pan Pacific Championships 2018,02:08.22,08-12-18,Men 200 Breaststroke LCM Male,AUS,Australia,"WILSON, Matthew",M,12-08-98,188,Tokyo,JPN,0:02:08:22
3221,FINA Champions Swim Series 2019,02:08.23,05-12-19,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,02-22-97,189,Budapest,HUN,0:02:08:23
3222,17th FINA World Championships 2017,02:08.23,07-27-17,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,02-22-97,190,Budapest,HUN,0:02:08:23
3223,13th FINA World Championships 2009,02:08.23,07-31-09,Men 200 Breaststroke LCM Male,AUS,Australia,"RICKARD, Brenton",M,10-19-83,191,Rome,ITA,0:02:08:23
3224,McDonald’s Queensland Championships 2020,02:08.23,12-15-20,Women 200 Medley LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,07-12-01,34,Brisbane,AUS,0:02:08:23
3225,FINA Swimming World Cup 2019,02:08.24,08-10-19,Men 200 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,09-16-93,192,Jinan,CHN,0:02:08:24
3226,Kosuke Kitajima Cup 2021,02:08.25,01-24-21,Men 200 Breaststroke LCM Male,JPN,Japan,"SATO, Shoma",M,02-08-01,193,Tokyo,JPN,0:02:08:25
3227,18th FINA World Championships 2019,02:08.25,07-26-19,Men 200 Breaststroke LCM Male,KAZ,Kazakhstan,"BALANDIN, Dmitriy",M,04-04-95,194,Gwangju,KOR,0:02:08:25
3228,13th Pan Pacific Championships 2018,02:08.25,08-12-18,Men 200 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,03-14-92,195,Tokyo,JPN,0:02:08:25
3229,2011 International Competition Selection Trial,02:08.25,04-09-11,Men 200 Breaststroke LCM Male,JPN,Japan,"TOMITA, Naoya",M,04-22-89,196,Shizuoka,JPN,0:02:08:25
3230,Japan Selection Trial for 19th FINA World Championships 2022,02:08.26,03-05-22,Men 200 Breaststroke LCM Male,JPN,Japan,"SATO, Shoma",M,02-08-01,197,Tokyo,JPN,0:02:08:26
3231,European Championships 2021,02:08.26,05-19-21,Men 200 Breaststroke LCM Male,FIN,Finland,"MATTSSON, Matti",M,10-05-93,198,Budapest,HUN,0:02:08:26
3232,Olympic Games Tokyo 2020,02:08.27,07-28-21,Men 200 Breaststroke LCM Male,JPN,Japan,"MURA, Ryuya",M,07-03-96,199,Tokyo,JPN,0:02:08:27
3233,Hancock Prospecting Australian Swimming Club Championships 2021,02:08.28,04-17-21,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,01-04-99,200,Gold Coast,AUS,0:02:08:28
3234,56th International Trophy “Settecolli”,02:08.28,06-23-19,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,35,Rome,ITA,0:02:08:28
3235,US National Championships (50m),02:08.32,07-29-18,Women 200 Medley LCM Female,USA,United States of America,"BAKER, Kathleen",F,02-28-97,36,Irvine,USA,0:02:08:32
3236,18th Asian Games 2018,02:08.34,08-24-18,Women 200 Medley LCM Female,KOR,Republic of Korea,"KIM, Seoyeong",F,03-17-94,37,Jakarta,INA,0:02:08:34
3237,Olympic Games London 2012,02:08.39,07-30-12,Women 200 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,03-01-96,38,London,GBR,0:02:08:39
3238,European Championships 2014,02:08.41,08-20-14,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,39,Berlin,GER,0:02:08:41
3239,Olympic Games Rio 2016,02:08.44,08-08-16,Women 200 Medley LCM Female,GBR,Great Britain,"O'CONNOR, Siobhan",F,11-29-95,40,Rio de Janeiro,BRA,0:02:08:44
3240,16th FINA World Championships 2015,02:08.45,08-03-15,Women 200 Medley LCM Female,JPN,Japan,"WATANABE, Kanako",F,11-15-96,41,Kazan,RUS,0:02:08:45
3241,16th FINA World Championships 2015,02:08.45,08-02-15,Women 200 Medley LCM Female,GBR,Great Britain,"O'CONNOR, Siobhan",F,11-29-95,42,Kazan,RUS,0:02:08:45
3242,15th FINA World Championships 2013,02:08.45,07-28-13,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,43,Barcelona,ESP,0:02:08:45
3243,Olympic Games Beijing 2008,02:08.45,08-13-08,Women 200 Medley LCM Female,AUS,Australia,"RICE, Stephanie",F,06-17-88,44,Beijing,CHN,0:02:08:45
3244,Mare Nostrum -  35th Meeting International de Natation de Monte Carlo 2017,02:08.49,06-11-17,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,45,Monaco,MON,0:02:08:49
3245,FINA Champions Swim Series 2019,02:08.50,06-01-19,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,46,Indianapolis,USA,0:02:08:50
3246,Longhorn Aquatics Elite Invite & Time Trials,02:08.51,05-22-21,Women 200 Medley LCM Female,USA,United States of America,"COX, Madisyn",F,05-30-95,47,Austin,USA,0:02:08:51
3247,Olympic Games Tokyo 2020,02:08.52,07-28-21,Women 200 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,48,Tokyo,JPN,0:02:08:52
3248,13th FINA World Championships 2009,02:08.53,07-26-09,Women 200 Medley LCM Female,USA,United States of America,"KUKORS, Ariana",F,06-01-89,49,Rome,ITA,0:02:08:53
3249,Meeting International FFN - Golden Tour,02:08.55,03-23-19,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,50,Marseille,FRA,0:02:08:55
3250,19th FINA World Championships Budapest 2022,02:08.57,06-19-22,Women 200 Medley LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,07-12-01,51,Budapest,HUN,0:02:08:57
3251,Mare Nostrum -  Meeting International de Canet-en-Roussillon 2019,02:08.57,06-11-19,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,52,Canet-en-Roussillon,FRA,0:02:08:57
3252,15th FINA World Championships 2013,02:08.59,07-28-13,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,53,Barcelona,ESP,0:02:08:59
3253,Olympic Games Beijing 2008,02:08.59,08-13-08,Women 200 Medley LCM Female,ZIM,Zimbabwe,"COVENTRY, Kirsty",F,09-16-83,54,Beijing,CHN,0:02:08:59
3254,18th FINA World Championships 2019,02:08.60,07-22-19,Women 200 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,03-01-96,55,Gwangju,KOR,0:02:08:60
3255,European Championships 2016,02:08.60,05-18-16,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,56,London,GBR,0:02:08:60
3256,FINA Champions Swim Series 2019,02:08.61,06-01-19,Women 200 Medley LCM Female,CAN,Canada,"PICKREM, Sydney",F,05-21-97,57,Indianapolis,USA,0:02:08:61
3257,Korean Nationals Trials,02:08.61,04-27-18,Women 200 Medley LCM Female,KOR,Republic of Korea,"KIM, Seoyeong",F,03-17-94,58,Gwangju,KOR,0:02:08:61
3258,FINA/airweave Swimming World Cup 2015,02:08.61,11-06-15,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,59,Dubai,UAE,0:02:08:61
3259,FINA Swimming World Cup 2019,02:08.63,08-17-19,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,60,Singapore,SGP,0:02:08:63
3260,FINA Swimming World Cup 2019,02:08.63,08-04-19,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,61,Tokyo,JPN,0:02:08:63
3261,2013 EnergyAustralia Swimming,02:08.63,04-26-13,Women 200 Medley LCM Female,AUS,Australia,"COUTTS, Alicia",F,09-14-87,62,Adelaide,AUS,0:02:08:63
3262,Sydney Open Meet 2019,02:08.64,05-12-19,Women 200 Medley LCM Female,JPN,Japan,"OMOTO, Rika",F,05-08-97,63,Sydney,AUS,0:02:08:64
3263,Olympic Games Tokyo 2020,02:08.65,07-28-21,Women 200 Medley LCM Female,USA,United States of America,"WALSH, Alex",F,07-31-01,64,Tokyo,JPN,0:02:08:65
3264,Arena Pro Swim Series Charlotte 2015,02:08.66,05-17-15,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,65,Charlotte,USA,0:02:08:66
3265,13th FINA World Championships 2009,02:08.68,07-26-09,Women 200 Medley LCM Female,AUS,Australia,"RICE, Stephanie",F,06-17-88,66,Rome,ITA,0:02:08:68
3266,22nd Commonwealth Games 2022,02:08.70,08-01-22,Women 200 Medley LCM Female,CAN,Canada,"MCINTOSH, Summer",F,08-18-06,67,Birmingham,GBR,0:02:08:70
3267,18th FINA World Championships 2019,02:08.70,07-22-19,Women 200 Medley LCM Female,CAN,Canada,"PICKREM, Sydney",F,05-21-97,68,Gwangju,KOR,0:02:08:70
3268,17th FINA World Championships 2017,02:08.70,07-23-17,Women 200 Medley LCM Female,USA,United States of America,"MARGALIS, Melanie",F,12-30-91,69,Budapest,HUN,0:02:08:70
3269,Canadian Swimming Trials 2019,02:08.71,04-07-19,Women 200 Medley LCM Female,CAN,Canada,"PICKREM, Sydney",F,05-21-97,70,Toronto,CAN,0:02:08:71
3270,FINA Champions Swim Series 2019,02:08.72,04-28-19,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,71,Guangzhou,CHN,0:02:08:72
3271,Sydney Open 2021,02:08.73,05-15-21,Women 200 Medley LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,07-12-01,72,Sydney,AUS,0:02:08:73
3272,19th FINA World Championships Budapest 2022,02:08.74,06-18-22,Women 200 Medley LCM Female,USA,United States of America,"WALSH, Alex",F,07-31-01,73,Budapest,HUN,0:02:08:74
3273,Meeting International FFN - Golden Tour,02:08.75,02-07-20,Women 200 Medley LCM Female,USA,United States of America,"BAKER, Kathleen",F,02-28-97,74,Nice,FRA,0:02:08:75
3274,16th FINA World Championships 2015,02:08.77,08-03-15,Women 200 Medley LCM Female,GBR,Great Britain,"O'CONNOR, Siobhan",F,11-29-95,75,Kazan,RUS,0:02:08:77
3275,Romanian International Swimming Championships 2015,02:08.77,07-12-15,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,76,Bucharest,ROU,0:02:08:77
3276,Olympic Games Rio 2016,02:08.79,08-09-16,Women 200 Medley LCM Female,USA,United States of America,"DI RADO, Maya",F,04-05-93,77,Rio de Janeiro,BRA,0:02:08:79
3277,FINA Swimming World Cup 2019,02:08.80,08-04-19,Women 200 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,78,Tokyo,JPN,0:02:08:80
3278,FINA Champions Swim Series 2019,02:08.81,05-12-19,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,79,Budapest,HUN,0:02:08:81
3279,16th FINA World Championships 2015,02:08.82,08-02-15,Women 200 Medley LCM Female,GBR,Great Britain,"O'CONNOR, Siobhan",F,11-29-95,80,Kazan,RUS,0:02:08:82
3280,18th FINA World Championships 2019,02:08.83,07-21-19,Women 200 Medley LCM Female,CAN,Canada,"PICKREM, Sydney",F,05-21-97,81,Gwangju,KOR,0:02:08:83
3281,USA Winter National Championships (50m),02:08.84,12-05-19,Women 200 Medley LCM Female,USA,United States of America,"MARGALIS, Melanie",F,12-30-91,82,Atlanta,USA,0:02:08:84
3282,US Olympic Team Trials - Wave II,02:08.87,06-15-21,Women 200 Medley LCM Female,USA,United States of America,"WALSH, Alex",F,07-31-01,83,Omaha,USA,0:02:08:87
3283,18th Asian Games 2018,02:08.88,08-24-18,Women 200 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10-18-95,84,Jakarta,INA,0:02:08:88
3284,Australian National Championships (50m),02:08.89,04-01-14,Women 200 Medley LCM Female,AUS,Australia,"COUTTS, Alicia",F,09-14-87,85,Brisbane,AUS,0:02:08:89
3285,Olympic Games London 2012,02:08.90,07-30-12,Women 200 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,03-01-96,86,London,GBR,0:02:08:90
3286,14th FINA World Championships 2011,02:08.90,07-25-11,Women 200 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,03-01-96,87,Shanghai,CHN,0:02:08:90
3287,19th FINA World Championships Budapest 2022,02:08.91,06-19-22,Women 200 Medley LCM Female,USA,United States of America,"HAYES, Leah",F,10-21-05,88,Budapest,HUN,0:02:08:91
