location_key,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd
US_UT_49003,79.227273,,,,,,,,,,,,
US_UT_49005,80.656522,,,,,,,,,,,,
US_UT_49007,75.62,,,,,,,,,,,,
US_UT_49011,80.318367,,,,,,,,,,,,
US_UT_49013,80.7,,,,,,,,,,,,
US_UT_49015,81.866667,,,,,,,,,,,,
US_UT_49017,86.25,,,,,,,,,,,,
US_UT_49019,77.1,,,,,,,,,,,,
US_UT_49021,79.185714,,,,,,,,,,,,
US_UT_49023,79.05,,,,,,,,,,,,
US_UT_49025,82.1,,,,,,,,,,,,
US_UT_49027,82.5,,,,,,,,,,,,
US_UT_49029,78.4,,,,,,,,,,,,
US_UT_49031,77.4,,,,,,,,,,,,
US_UT_49033,79.0,,,,,,,,,,,,
US_UT_49035,78.875897,,,,,,,,,,,,
US_UT_49037,76.875,,,,,,,,,,,,
US_UT_49039,79.6,,,,,,,,,,,,
US_UT_49041,78.96,,,,,,,,,,,,
US_UT_49043,81.571429,,,,,,,,,,,,
US_UT_49045,77.8375,,,,,,,,,,,,
US_UT_49047,78.6,,,,,,,,,,,,
US_UT_49049,79.949107,,,,,,,,,,,,
US_UT_49051,79.525,,,,,,,,,,,,
US_UT_49053,81.057143,,,,,,,,,,,,
US_UT_49055,89.3,,,,,,,,,,,,
US_UT_49057,77.554,,,,,,,,,,,,
US_VA,79.0,,,,,,,,,,,,
US_VA_51001,76.8875,,,,,,,,,,,,
US_VA_51003,81.025,,,,,,,,,,,,
US_VA_51005,76.783333,,,,,,,,,,,,
US_VA_51007,76.25,,,,,,,,,,,,
US_VA_51009,76.6625,,,,,,,,,,,,
US_VA_51011,77.2,,,,,,,,,,,,
US_VA_51013,82.046512,,,,,,,,,,,,
US_VA_51015,78.307692,,,,,,,,,,,,
US_VA_51017,77.4,,,,,,,,,,,,
US_VA_51019,77.66875,,,,,,,,,,,,
US_VA_51021,74.85,,,,,,,,,,,,
US_VA_51023,78.025,,,,,,,,,,,,
US_VA_51025,75.95,,,,,,,,,,,,
US_VA_51027,74.185714,,,,,,,,,,,,
US_VA_51029,77.825,,,,,,,,,,,,
US_VA_51031,76.490909,,,,,,,,,,,,
US_VA_51033,76.257143,,,,,,,,,,,,
US_VA_51035,76.4,,,,,,,,,,,,
US_VA_51036,76.833333,,,,,,,,,,,,
US_VA_51037,77.3,,,,,,,,,,,,
US_VA_51041,78.977778,,,,,,,,,,,,
US_VA_51043,80.1,,,,,,,,,,,,
US_VA_51045,79.5,,,,,,,,,,,,
US_VA_51047,78.2,,,,,,,,,,,,
US_VA_51049,76.95,,,,,,,,,,,,
US_VA_51051,73.6,,,,,,,,,,,,
US_VA_51053,76.04,,,,,,,,,,,,
US_VA_51057,78.0,,,,,,,,,,,,
US_VA_51059,82.587615,,,,,,,,,,,,
US_VA_51061,79.26875,,,,,,,,,,,,
US_VA_51063,78.066667,,,,,,,,,,,,
US_VA_51065,80.0,,,,,,,,,,,,
US_VA_51067,76.81,,,,,,,,,,,,
US_VA_51069,78.538462,,,,,,,,,,,,
US_VA_51071,76.0,,,,,,,,,,,,
US_VA_51073,77.7375,,,,,,,,,,,,
US_VA_51075,78.475,,,,,,,,,,,,
US_VA_51077,76.9,,,,,,,,,,,,
US_VA_51079,80.5,,,,,,,,,,,,
US_VA_51081,72.25,,,,,,,,,,,,
US_VA_51083,75.922222,,,,,,,,,,,,
US_VA_51085,78.663636,,,,,,,,,,,,
US_VA_51087,78.679661,,,,,,,,,,,,
US_VA_51089,74.428571,,,,,,,,,,,,
US_VA_51091,77.6,,,,,,,,,,,,
US_VA_51093,77.45,,,,,,,,,,,,
US_VA_51095,81.136364,,,,,,,,,,,,
US_VA_51097,78.5,,,,,,,,,,,,
US_VA_51099,78.86,,,,,,,,,,,,
US_VA_51101,75.925,,,,,,,,,,,,
US_VA_51103,78.4,,,,,,,,,,,,
US_VA_51105,77.0,,,,,,,,,,,,
US_VA_51107,81.862222,,,,,,,,,,,,
US_VA_51109,77.566667,,,,,,,,,,,,
US_VA_51111,76.0,,,,,,,,,,,,
US_VA_51113,78.2,,,,,,,,,,,,
US_VA_51115,82.0,,,,,,,,,,,,
US_VA_51117,76.375,,,,,,,,,,,,
US_VA_51119,77.95,,,,,,,,,,,,
US_VA_51121,78.045455,,,,,,,,,,,,
US_VA_51125,77.766667,,,,,,,,,,,,
US_VA_51127,77.766667,,,,,,,,,,,,
US_VA_51131,82.033333,,,,,,,,,,,,
US_VA_51133,78.6,,,,,,,,,,,,
US_VA_51135,76.166667,,,,,,,,,,,,
US_VA_51137,78.46,,,,,,,,,,,,
US_VA_51139,76.18,,,,,,,,,,,,
US_VA_51141,74.925,,,,,,,,,,,,
US_VA_51143,75.88125,,,,,,,,,,,,
US_VA_51145,79.35,,,,,,,,,,,,
US_VA_51147,74.733333,,,,,,,,,,,,
US_VA_51149,79.64,,,,,,,,,,,,
US_VA_51153,80.128571,,,,,,,,,,,,
US_VA_51155,75.4375,,,,,,,,,,,,
US_VA_51157,79.65,,,,,,,,,,,,
US_VA_51159,78.2,,,,,,,,,,,,
US_VA_51161,79.252941,,,,,,,,,,,,
US_VA_51163,80.225,,,,,,,,,,,,
US_VA_51165,79.778947,,,,,,,,,,,,
US_VA_51167,76.171429,,,,,,,,,,,,
US_VA_51169,75.183333,,,,,,,,,,,,
US_VA_51171,78.666667,,,,,,,,,,,,
US_VA_51173,74.45,,,,,,,,,,,,
US_VA_51175,76.966667,,,,,,,,,,,,
US_VA_51177,78.621429,,,,,,,,,,,,
US_VA_51179,79.5,,,,,,,,,,,,
US_VA_51181,76.55,,,,,,,,,,,,
US_VA_51183,71.0,,,,,,,,,,,,
US_VA_51185,73.34,,,,,,,,,,,,
US_VA_51187,76.6,,,,,,,,,,,,
US_VA_51191,76.992308,,,,,,,,,,,,
US_VA_51193,76.866667,,,,,,,,,,,,
US_VA_51195,74.027273,,,,,,,,,,,,
US_VA_51197,76.033333,,,,,,,,,,,,
US_VA_51199,79.775,,,,,,,,,,,,
US_VA_51510,81.354545,,,,,,,,,,,,
US_VA_51520,73.775,,,,,,,,,,,,
US_VA_51530,73.7,,,,,,,,,,,,
US_VA_51540,79.11,,,,,,,,,,,,
US_VA_51550,77.374359,,,,,,,,,,,,
US_VA_51570,76.88,,,,,,,,,,,,
US_VA_51580,75.95,,,,,,,,,,,,
US_VA_51590,73.021429,,,,,,,,,,,,
US_VA_51595,71.35,,,,,,,,,,,,
US_VA_51600,82.6,,,,,,,,,,,,
US_VA_51610,83.8,,,,,,,,,,,,
US_VA_51620,74.5,,,,,,,,,,,,
US_VA_51630,78.96,,,,,,,,,,,,
US_VA_51640,75.15,,,,,,,,,,,,
US_VA_51650,75.565517,,,,,,,,,,,,
US_VA_51660,79.825,,,,,,,,,,,,
US_VA_51670,72.7,,,,,,,,,,,,
US_VA_51678,78.6,,,,,,,,,,,,
US_VA_51680,76.326667,,,,,,,,,,,,
US_VA_51683,80.3,,,,,,,,,,,,
US_VA_51685,80.35,,,,,,,,,,,,
US_VA_51690,73.75,,,,,,,,,,,,
US_VA_51700,76.205263,,,,,,,,,,,,
US_VA_51710,75.234848,,,,,,,,,,,,
US_VA_51720,72.7,,,,,,,,,,,,
US_VA_51730,72.281818,,,,,,,,,,,,
US_VA_51735,79.5,,,,,,,,,,,,
US_VA_51740,73.073077,,,,,,,,,,,,
US_VA_51750,76.5,,,,,,,,,,,,
US_VA_51760,75.28,,,,,,,,,,,,
US_VA_51770,74.8,,,,,,,,,,,,
US_VA_51775,76.56,,,,,,,,,,,,
US_VA_51790,76.0,,,,,,,,,,,,
US_VA_51800,76.226923,,,,,,,,,,,,
US_VA_51810,78.464706,,,,,,,,,,,,
US_VA_51820,75.2,,,,,,,,,,,,
US_VA_51830,78.2,,,,,,,,,,,,
US_VA_51840,77.96,,,,,,,,,,,,
US_VI,79.26829,,,,,,,,,,,,
US_VT,79.3,,,,,,,,,,,,
US_VT_50001,82.04,,,,,,,,,,,,
US_VT_50003,82.133333,,,,,,,,,,,,
US_VT_50005,81.58,,,,,,,,,,,,
US_VT_50007,81.125806,,,,,,,,,,,,
US_VT_50009,78.266667,,,,,,,,,,,,
US_VT_50011,78.99,,,,,,,,,,,,
US_VT_50013,79.7,,,,,,,,,,,,
US_VT_50015,80.642857,,,,,,,,,,,,
US_VT_50017,82.27,,,,,,,,,,,,
US_VT_50019,80.42,,,,,,,,,,,,
US_VT_50021,80.13,,,,,,,,,,,,
US_VT_50023,81.158824,,,,,,,,,,,,
US_VT_50025,80.452941,,,,,,,,,,,,
US_VT_50027,82.29375,,,,,,,,,,,,
US_WA,80.0,,,,,,,,,,,,
US_WA_53001,78.66,,,,,,,,,,,,
US_WA_53003,77.56,,,,,,,,,,,,
US_WA_53005,79.61875,,,,,,,,,,,,
US_WA_53007,80.423077,,,,,,,,,,,,
US_WA_53009,78.85,,,,,,,,,,,,
US_WA_53011,79.155102,,,,,,,,,,,,
US_WA_53013,79.0,,,,,,,,,,,,
US_WA_53015,76.965217,,,,,,,,,,,,
US_WA_53017,81.1,,,,,,,,,,,,
US_WA_53019,79.4,,,,,,,,,,,,
US_WA_53021,80.391667,,,,,,,,,,,,
US_WA_53023,82.5,,,,,,,,,,,,
US_WA_53025,80.31875,,,,,,,,,,,,
US_WA_53027,76.85,,,,,,,,,,,,
US_WA_53029,81.436842,,,,,,,,,,,,
US_WA_53031,81.371429,,,,,,,,,,,,
US_WA_53033,81.201852,,,,,,,,,,,,
US_WA_53035,79.380851,,,,,,,,,,,,
US_WA_53037,80.7375,,,,,,,,,,,,
US_WA_53039,82.733333,,,,,,,,,,,,
US_WA_53041,78.315,,,,,,,,,,,,
US_WA_53043,81.05,,,,,,,,,,,,
US_WA_53045,77.558333,,,,,,,,,,,,
US_WA_53047,80.52,,,,,,,,,,,,
US_WA_53049,77.5,,,,,,,,,,,,
US_WA_53051,79.24,,,,,,,,,,,,
US_WA_53053,78.51,,,,,,,,,,,,
US_WA_53055,84.35,,,,,,,,,,,,
US_WA_53057,79.721429,,,,,,,,,,,,
US_WA_53059,80.4,,,,,,,,,,,,
US_WA_53061,79.591096,,,,,,,,,,,,
US_WA_53063,77.723301,,,,,,,,,,,,
US_WA_53065,77.625,,,,,,,,,,,,
US_WA_53067,79.770833,,,,,,,,,,,,
US_WA_53069,78.4,,,,,,,,,,,,
US_WA_53071,80.027273,,,,,,,,,,,,
US_WA_53073,80.53871,,,,,,,,,,,,
US_WA_53075,80.828571,,,,,,,,,,,,
US_WA_53077,78.288636,,,,,,,,,,,,
US_WI,79.3,,,,,,,,,,,,
US_WV,74.4,,,,,,,,,,,,
US_WV_54001,73.95,,,,,,,,,,,,
US_WV_54003,76.292857,,,,,,,,,,,,
US_WV_54005,74.45,,,,,,,,,,,,
US_WV_54007,76.933333,,,,,,,,,,,,
US_WV_54009,75.216667,,,,,,,,,,,,
US_WV_54011,73.285185,,,,,,,,,,,,
US_WV_54013,74.4,,,,,,,,,,,,
US_WV_54015,76.0,,,,,,,,,,,,
US_WV_54017,80.1,,,,,,,,,,,,
US_WV_54019,76.416667,,,,,,,,,,,,
US_WV_54021,77.15,,,,,,,,,,,,
US_WV_54023,77.0,,,,,,,,,,,,
US_WV_54025,75.442857,,,,,,,,,,,,
US_WV_54027,78.14,,,,,,,,,,,,
US_WV_54029,75.6375,,,,,,,,,,,,
US_WV_54031,78.5,,,,,,,,,,,,
US_WV_54033,74.554545,,,,,,,,,,,,
US_WV_54035,78.016667,,,,,,,,,,,,
US_WV_54037,77.933333,,,,,,,,,,,,
US_WV_54039,75.034694,,,,,,,,,,,,
US_WV_54041,74.28,,,,,,,,,,,,
US_WV_54043,72.58,,,,,,,,,,,,
US_WV_54045,75.833333,,,,,,,,,,,,
US_WV_54047,75.6125,,,,,,,,,,,,
US_WV_54049,76.4,,,,,,,,,,,,
US_WV_54051,75.177778,,,,,,,,,,,,
US_WV_54053,76.966667,,,,,,,,,,,,
US_WV_54055,73.46875,,,,,,,,,,,,
US_WV_54057,76.671429,,,,,,,,,,,,
US_WV_54059,73.257143,,,,,,,,,,,,
US_WV_54061,77.694737,,,,,,,,,,,,
US_WV_54063,81.0,,,,,,,,,,,,
US_WV_54065,76.375,,,,,,,,,,,,
US_WV_54067,74.0,,,,,,,,,,,,
US_WV_54069,75.605556,,,,,,,,,,,,
US_WV_54071,80.5,,,,,,,,,,,,
US_WV_54073,76.25,,,,,,,,,,,,
US_WV_54075,75.233333,,,,,,,,,,,,
US_WV_54077,77.0625,,,,,,,,,,,,
US_WV_54079,77.76,,,,,,,,,,,,
US_WV_54081,75.323529,,,,,,,,,,,,
US_WV_54083,79.633333,,,,,,,,,,,,
US_WV_54085,76.7,,,,,,,,,,,,
US_WV_54087,74.975,,,,,,,,,,,,
US_WV_54089,72.85,,,,,,,,,,,,
US_WV_54091,76.2,,,,,,,,,,,,
US_WV_54093,77.6,,,,,,,,,,,,
US_WV_54095,78.066667,,,,,,,,,,,,
US_WV_54097,76.28,,,,,,,,,,,,
US_WV_54099,75.663636,,,,,,,,,,,,
US_WV_54101,76.033333,,,,,,,,,,,,
US_WV_54103,75.78,,,,,,,,,,,,
US_WV_54105,77.45,,,,,,,,,,,,
US_WV_54107,75.334615,,,,,,,,,,,,
US_WV_54109,72.75,,,,,,,,,,,,
US_WY,78.1,,,,,,,,,,,,
US_WY_56001,80.9125,,,,,,,,,,,,
US_WY_56003,81.133333,,,,,,,,,,,,
US_WY_56005,78.42,,,,,,,,,,,,
US_WY_56007,78.725,,,,,,,,,,,,
US_WY_56009,82.0,,,,,,,,,,,,
US_WY_56011,87.1,,,,,,,,,,,,
US_WY_56013,78.9,,,,,,,,,,,,
US_WY_56015,81.2,,,,,,,,,,,,
US_WY_56017,76.5,,,,,,,,,,,,
US_WY_56019,83.9,,,,,,,,,,,,
US_WY_56021,80.441176,,,,,,,,,,,,
US_WY_56023,80.55,,,,,,,,,,,,
US_WY_56025,79.529412,,,,,,,,,,,,
US_WY_56027,77.9,,,,,,,,,,,,
US_WY_56029,81.68,,,,,,,,,,,,
US_WY_56031,78.95,,,,,,,,,,,,
US_WY_56033,79.716667,,,,,,,,,,,,
US_WY_56035,81.95,,,,,,,,,,,,
US_WY_56037,79.177778,,,,,,,,,,,,
US_WY_56039,81.95,,,,,,,,,,,,
US_WY_56041,77.7,,,,,,,,,,,,
US_WY_56043,80.6,,,,,,,,,,,,
US_WY_56045,78.8,,,,,,,,,,,,
UY,77.77,16.8,7.3,6.4,139.322,76.015,17.5,16.7,,1.9412,5.0794,1591.533203,279.305054
UZ,71.573,12.6,6.5,19.1,169.704,100.911,81.1,24.5,,,,98.824577,52.803318
VC,72.415,,11.6,14.8,206.879,125.132,47.6,23.2,,7.0145,,320.593292,99.984779
VE,72.128,,7.0,21.4,206.678,94.804,34.6,18.1,,0.9416,,94.229378,59.353085
VG,,,14.2,,,,,,,,,,
VI,79.568293,,12.3,,70.177,41.141,,,,,,,
VN,75.317,22.8,6.0,16.5,188.583,76.363,64.5,17.1,,1.4463,0.8281,129.575958,58.64341
VU,70.323,18.6,11.9,22.3,151.626,102.42,135.6,23.3,,1.4247,0.1653,105.666527,9.468102
WS,73.187,27.7,9.2,13.6,138.239,80.735,85.0,20.6,,2.4885,0.3445,233.065063,27.634661
YE,66.096,18.4,5.4,42.9,219.749,174.558,194.2,30.6,,0.7852,,72.039467,58.321163
ZA,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,,1.3078,0.9054,499.237549,38.775391
ZM,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,,1.3376,1.1867,67.648666,8.015779
ZW,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,,1.9346,0.2096,110.14962,22.715431
